Latitude,Longitude
43.67135845012421,-79.39007035180931
43.67301305245397,-79.39166151999378
43.6735662607672,-79.39062750440318
43.67346946655717,-79.39211595430865
43.67305497968804,-79.39008584212641
43.672430234178634,-79.39064799481984
43.67138197799095,-79.39253260334702
43.67169197345093,-79.39109249234541
43.67255119828809,-79.39255020565496
43.67196983412847,-79.39238271693452
43.67147510717985,-79.39089697136076
43.6739193562644,-79.39114920876656
43.672857620410305,-79.39211419587457
43.67353179003603,-79.39111562482243
43.67237450164603,-79.39019457929831
43.671980313873306,-79.39153474126097
43.67323767931931,-79.39241790192864
43.67354563664292,-79.39137268176727
43.67150420760387,-79.39219113341146
43.673671161651846,-79.3907920938469
43.67133178337292,-79.39111790581765
43.67220063840964,-79.39246742334177
43.67315313729199,-79.39069198346456
43.671796231469436,-79.3900748823437
43.67143467875138,-79.38991842109168
43.67396294822491,-79.3926678639365
43.67261584037793,-79.39074188581492
43.674027555137855,-79.39118977728324
43.67837451878439,-79.39096166513315
43.67672156827065,-79.39107975595537
43.67680039260137,-79.39043227848423
43.678323215548076,-79.39110803867304
43.676752257425456,-79.39039686438022
43.67848740690534,-79.38997265666737
43.676391819627966,-79.39267695365928
43.67795252322453,-79.39210276375705
43.676018172738175,-79.39025055243577
43.6782674140203,-79.38995177264076
43.67784911235603,-79.39209022738386
43.6764872442145,-79.39000279115686
43.67673362562011,-79.39173850813697
43.67799852070208,-79.3922583631201
43.676446801567344,-79.3927464811079
43.67629190996818,-79.39035781678932
43.678137258191974,-79.3901182508191
43.67855951334005,-79.39097930722308
43.678357070461516,-79.39190549804711
43.67596873500977,-79.39197635485904
43.67745623534174,-79.39240009381695
43.675996562147,-79.39054779889923
43.67670458823219,-79.39198702372373
43.675747182218316,-79.39045943128214
43.67675934586815,-79.39171590953974
43.67761307856978,-79.39016325880647
43.668660366412766,-79.39081294097431
43.66850200075163,-79.39123902293709
43.66820910517868,-79.390852519995
43.66957328671749,-79.38991982848951
43.66788216417491,-79.39051924976353
43.667273487125044,-79.39072073582375
43.66874605823585,-79.39209135591528
43.66816133471575,-79.39267636522736
43.66883413160996,-79.3909495282556
43.667911869414795,-79.39254370823973
43.66899778399404,-79.39088954969371
43.66919379638876,-79.3903394045067
43.66694895072796,-79.39025496595454
43.66714332826422,-79.39119074266641
43.66736670537691,-79.39225617453714
43.666785286266396,-79.3914440115962
43.669139997476435,-79.39238446595932
43.66741551890229,-79.39061593332117
43.66908285340001,-79.39226799932635
43.66795016606272,-79.39148407937411
43.66823237499269,-79.39188800141733
43.66797016667212,-79.39227812379565
43.666869236954525,-79.39013407438253
43.66935529912293,-79.39270359930245
43.66771700158838,-79.39005986223508
43.66748517342223,-79.39197975369572
43.66761338761291,-79.39093145035757
43.666990891692606,-79.3909521211091
43.67244758815672,-79.39748563559165
43.673972350537376,-79.39904259243764
43.67368616340635,-79.3970469099957
43.67217834820395,-79.3962324686086
43.671753516633316,-79.39756700333696
43.672809292007976,-79.39783229884785
43.67190518199033,-79.3986611201417
43.6729012562815,-79.39901144764045
43.67405974784864,-79.39679087357902
43.67236417766458,-79.39648136170008
43.67298060870405,-79.3975161275164
43.67185959808146,-79.39664599811985
43.67171335380265,-79.39672095931132
43.67357568568074,-79.39861167567219
43.67363210185337,-79.39789318998417
43.67252403613676,-79.39730041314024
43.6739440605957,-79.39901701803159
43.672568259261254,-79.39619007756016
43.67279409318397,-79.39767389069
43.673709251581165,-79.39860120874452
43.673183158642836,-79.39740799194193
43.67340522836377,-79.39658124409856
43.67294601920057,-79.39853034061642
43.671761584208525,-79.39616881037149
43.67118627241737,-79.39832629314512
43.67387449805158,-79.39656409338093
43.67273934069543,-79.39764309413702
43.6741418191473,-79.39899560552995
43.67398038547697,-79.39626779826541
43.67334874200814,-79.39769293450466
43.67139035120708,-79.39758892173711
43.67129356368784,-79.38416128633598
43.67245119988718,-79.38392329887664
43.671473514127335,-79.38547318802458
43.67310968825815,-79.38666548596339
43.67219300339741,-79.38578370229531
43.671867938596755,-79.38532752116532
43.671280387707945,-79.38598684061773
43.67388260344346,-79.38418485959588
43.672294863952324,-79.38496876023456
43.67233974608834,-79.38453106264822
43.67394314224553,-79.38502090452542
43.67187719363166,-79.38456162303358
43.67214165053969,-79.384102100558
43.67292170508483,-79.38544087291636
43.67360688004902,-79.38435527963819
43.673691095427245,-79.38380842380522
43.67388646954656,-79.38440839854927
43.67407033977056,-79.3866697550769
43.67311415805092,-79.3840644982447
43.67415021347897,-79.38668516226355
43.67291520350647,-79.38430096760828
43.67264928793657,-79.38641962690099
43.67324976868197,-79.38632871693845
43.671328820758816,-79.3859989997623
43.67423089386031,-79.38720620673509
43.67425193203457,-79.38938279064054
43.67416036503947,-79.3889353884354
43.67633234163563,-79.3888256562025
43.673782857306016,-79.38913707297371
43.67498932740242,-79.3877551792121
43.67415999748539,-79.38926885257189
43.67521529879858,-79.3884037329637
43.673956884960276,-79.38963024855879
43.675365539501655,-79.38763938820894
43.67543509715486,-79.38963594889782
43.67598542744441,-79.38882587054007
43.67420736450119,-79.38890856420115
43.67473666449531,-79.38889274131702
43.67372368403784,-79.38768766592753
43.674806642073904,-79.38804181644456
43.67571181363803,-79.38836419516933
43.675261926702696,-79.38696267025688
43.67380425724853,-79.38855370660063
43.67586575489369,-79.3875327908491
43.67471237614725,-79.3897510767523
43.67493292584953,-79.38824434304098
43.67639121579893,-79.39442219793878
43.67626219754602,-79.3956536526539
43.673630196813086,-79.3936766794831
43.674479857011,-79.39536294140508
43.676109255327205,-79.39380408486424
43.67364864855343,-79.39447006890295
43.673874740213535,-79.39534099475138
43.6746264703821,-79.3956220508739
