Latitude,Longitude
43.67161241826616,-79.39194813265053
43.673012726891415,-79.39040115989178
43.67163018958878,-79.39075085032832
43.67152904015616,-79.39073101608308
43.67163220058548,-79.38993161272298
43.67263248825475,-79.39240341564918
43.672576430274695,-79.39284177705379
43.672567458046835,-79.39160510324874
43.67321086794228,-79.39152158489868
43.67226341827182,-79.39277815332008
43.671195051675596,-79.39108782094263
43.67325314517063,-79.39026453448054
43.67140713151612,-79.39068008963191
43.672299220817614,-79.3917374160028
43.67303715535525,-79.39205206141747
43.6720814705987,-79.39173398129054
43.672056370172356,-79.39206399051037
43.672478623501426,-79.39087145926328
43.672508752437025,-79.39173450885067
43.67281708748721,-79.39254844716055
43.67252342107375,-79.39068083671843
43.67299903663058,-79.39181661407527
43.67334140857682,-79.3907217333847
43.67371379183121,-79.3918952748489
43.67342053514987,-79.39267958779456
43.672575978252276,-79.39289007892417
43.67666725634829,-79.39259276985938
43.67787619520189,-79.39286740377176
43.676462675949224,-79.39032198099618
43.678170183698214,-79.3919398098382
43.677030492386386,-79.39235688810383
43.67603310323428,-79.39059555858738
43.67777383740871,-79.38993418730283
43.677009570733574,-79.38995245422139
43.676991116155456,-79.39130138176634
43.678179691868614,-79.39052997214709
43.67653329424985,-79.39221780802703
43.67859873930165,-79.39207631278823
43.678145069171876,-79.39269274472956
43.67714455811527,-79.39041414535265
43.678264660290196,-79.39144064912878
43.676745603776325,-79.39276783039112
43.67772790554153,-79.39221199900086
43.676273261322265,-79.39128310997242
43.676073303614025,-79.39013217511702
43.676023122212165,-79.39217306587176
43.67604155010249,-79.39030270561388
43.67624437869115,-79.3913932392491
43.677284949826856,-79.39141760532358
43.676290073361294,-79.39083884710817
43.667248501676234,-79.3906985882776
43.66804436517844,-79.39177008235619
43.66834572323946,-79.39269472184364
43.66742033051795,-79.39278910497383
43.66907659442077,-79.39172293798076
43.66819171978631,-79.39196946603671
43.667183607457545,-79.39134532267302
43.66727497610091,-79.39184712461052
43.66929912127628,-79.39021639826181
43.666656527353325,-79.39010164824893
43.66861161823779,-79.39276667642169
43.66747331503379,-79.39173474390245
43.6685701610836,-79.3900869915441
43.66917414244,-79.39168058334536
43.66941602595273,-79.39247139035619
43.668480478200685,-79.39255642399846
43.66962425359999,-79.39127579423305
43.66832457400779,-79.39160457480277
43.66846489067829,-79.39221448668226
43.668600134788,-79.39095344426546
43.66757794796636,-79.39058561300043
43.6676467158574,-79.39098727186708
43.666679319516085,-79.39004845779691
43.6695701402977,-79.39086161848269
43.667764327074416,-79.39136324850058
43.667856936905096,-79.39029761025166
43.66692309919019,-79.39205055514985
43.67115992676682,-79.39728461918226
43.67245212637493,-79.39798172287317
43.6731152147746,-79.3976773492425
43.67145757789289,-79.39727484978734
43.67156140726349,-79.39619256266431
43.673862361200136,-79.396450003127
43.67367269440298,-79.39613417917118
43.672491820890166,-79.39746267182045
43.671163384314355,-79.39628980317177
43.67183008524032,-79.39860098238577
43.673723256163925,-79.398902377332
43.67280124863897,-79.39824263168624
43.67201430508892,-79.39835166647399
43.671714682603564,-79.39734987120875
43.67151901220918,-79.39698006987487
43.672646127881286,-79.39694481576507
43.67119799364024,-79.39650876676873
43.67233377078933,-79.39786879831098
43.67125561213194,-79.39689391717208
43.67119404393751,-79.39827596047826
43.67244476309443,-79.39665814218124
43.673181789129664,-79.3973187837857
43.67339891056453,-79.3978824962846
43.67136036318911,-79.3967893607204
43.671205475085344,-79.39908344374734
43.67187657710287,-79.39836599679316
43.67263582885562,-79.39908089394761
43.67242796140285,-79.39700738994708
43.6722776216388,-79.39835046762722
43.673662776379686,-79.38437681575535
43.673248242773916,-79.38378569782371
43.6729747994112,-79.38417489259405
43.672641321969785,-79.3857555842934
43.671156074412536,-79.38400033658421
43.674069587451235,-79.38375838993142
43.67345238815609,-79.38449169578868
43.672789845978,-79.38509033766243
43.67164085890003,-79.38641207787585
43.67158435032152,-79.38563316250583
43.67307838948953,-79.38402413437342
43.674083014985165,-79.38520146670875
43.67307735039176,-79.38581645234197
43.67384204099686,-79.3856327232964
43.67127946726183,-79.38561163381816
43.67374673418023,-79.38499904270627
43.671301886742675,-79.38429352788512
43.67207108581047,-79.3845484292115
43.67186187569296,-79.38408998277764
43.672278383701276,-79.38528429133666
43.67327481918055,-79.38395865099312
43.67337910834014,-79.38558615977607
43.672930143661546,-79.38466918222392
43.67403809543564,-79.38758718487492
43.67608770212244,-79.38687044736842
43.67578678348732,-79.38685742754842
43.67442069692603,-79.3868127828675
43.67553855312878,-79.38694092398774
43.67593796959015,-79.3884441311766
43.67614966827456,-79.38782313613352
43.67487722080617,-79.38959119161792
43.67560411365835,-79.38807969474948
43.675707642975006,-79.38829604390904
