Latitude,Longitude
43.672825128852615,-79.39199812829617
43.67191629606973,-79.3911133663615
43.672272727541326,-79.39063554957484
43.673248652006734,-79.39165589218621
43.67221177773228,-79.39032805430647
43.67362371749726,-79.39177113908052
43.67121136361825,-79.39255634638212
43.673393396644165,-79.39112685314362
43.673112027489545,-79.39129857682202
43.67187336194219,-79.38995548422793
43.673087456058035,-79.39102854758318
43.67394031475499,-79.39185428350193
43.67306255123027,-79.38993611171912
43.674140191718216,-79.3904243382932
43.672001285533625,-79.39112545771208
43.672224987409734,-79.39231613694432
43.67224892573939,-79.39106369763616
43.67133100820252,-79.39113437803964
43.67145531176121,-79.39250919013043
43.67401068470052,-79.39107928053629
43.67265128051517,-79.39069463274195
43.673247010233915,-79.39065955393067
43.67155523601004,-79.39096236678351
43.67381393893908,-79.39005861145864
43.673301397558596,-79.3921741272567
43.673637990803165,-79.39130645694495
43.67143767586152,-79.39289366083264
43.677666644173534,-79.39008564404148
43.67612120093461,-79.3916410961401
43.67572643651217,-79.39022966382058
43.677911174830136,-79.3915496697866
43.677417636327924,-79.39280481102648
43.676957108314575,-79.39108736649395
43.678478721821364,-79.39202751701056
43.67787322592756,-79.39147730587892
43.676375126822364,-79.39179770373582
43.67724176595938,-79.39157096343456
43.67600250464327,-79.39227049442249
43.676102079100865,-79.39233387979395
43.67568889696122,-79.3919558308664
43.67811947411884,-79.3928811043242
43.677550541698196,-79.39139354315313
43.67854486063256,-79.39115467895117
43.67657878632857,-79.39035446717207
43.676358520513624,-79.39079898722478
43.67632133612822,-79.39274740348732
43.67855973105932,-79.39090490400008
43.67637532686306,-79.39127962768721
43.67647114106273,-79.39040322854812
43.67810713911093,-79.39091926382285
43.675815275185776,-79.3923057065218
43.67578752669395,-79.39066648419572
43.669476891545905,-79.3904354492292
43.66815240975501,-79.39001967079662
43.669233504979466,-79.39076735320232
43.66674299922283,-79.39033024954661
43.66882836823717,-79.39117081522585
43.66756337746116,-79.3901289342918
43.666829788700916,-79.39124581693645
43.66668568195578,-79.39169605004571
43.66813600916604,-79.39272836725756
43.666966089331126,-79.3925559322409
43.66768999028231,-79.39182190520575
43.668422335709636,-79.39265344096957
