Latitude,Longitude
43.67172444325717,-79.39279110252646
43.672827421139836,-79.39040876742841
43.67380320470603,-79.39260457693986
43.67249853552125,-79.39182231539924
43.67328096920626,-79.39264840659301
43.67168721340268,-79.39228679888787
43.673951751637325,-79.39106650515805
43.67231227325708,-79.39202778354085
43.67304479929141,-79.39248244850265
43.67232663977263,-79.39138246161862
43.6723709211909,-79.39264964543031
43.67133222597041,-79.39154026638917
43.67152000848999,-79.3910679240053
43.673595299855435,-79.3915847496926
43.673364777792614,-79.39275904465015
43.672689063047585,-79.3903060014067
43.67236070046718,-79.39153699766999
43.67337759765785,-79.39204377125704
43.67379298112624,-79.39254365974672
43.67395591435559,-79.39244944802995
43.672528152086,-79.39133688721164
43.673220105035135,-79.39114353689092
43.67285428242938,-79.39252041489634
43.67361519650496,-79.39274090414351
43.671867146011586,-79.39094724571693
43.674035855404064,-79.3907997482959
43.6770510244408,-79.39184926301648
43.67844078209267,-79.39156866382723
43.67747853393194,-79.3928325815619
43.67652930394986,-79.39115464799625
43.67828977572645,-79.39262823792937
43.67797666611985,-79.3917000844722
43.67741376789176,-79.39033558463129
43.67608620771636,-79.39249604363353
43.67824120734442,-79.39030017595566
43.67743547724542,-79.39017692915515
43.67608821270897,-79.39210138120131
43.67852692488172,-79.39269851080839
43.67586795130186,-79.39270513677074
43.67660290325779,-79.39239796842519
43.67803580332773,-79.39098354011126
43.677978147326066,-79.39281360994089
43.676077222759005,-79.39016261842083
43.678336728543016,-79.39277093348547
43.676642609217815,-79.39003317784103
43.67803649294733,-79.39020319668798
43.67659609559615,-79.39031074242857
43.67649858372807,-79.39180442264694
43.677698395385306,-79.39211111007256
43.67732622317724,-79.39042274260528
43.66709077165631,-79.39147607918471
43.66800569718207,-79.39183734565682
43.66899258788537,-79.39086810688113
43.6689336832071,-79.3924564083861
43.667373287372655,-79.39040006735377
43.66892690649237,-79.39054441043285
43.668081829277455,-79.39086786035408
43.669553615222995,-79.39210590308221
43.66927360947887,-79.39098638183847
43.66749049410587,-79.39066924070893
43.66799203572798,-79.39098048084739
43.66822145537983,-79.39172030060047
43.667164683606444,-79.39181774176373
43.669125919071114,-79.39200908340993
43.668207341091886,-79.38996270964698
43.66931525646842,-79.39112299509864
43.66825661629373,-79.39171984194934
43.66858728791492,-79.39252416328881
43.668166234657946,-79.39055364020149
43.66822918927019,-79.39124453516264
43.66784114172225,-79.39162655837009
43.666706209130446,-79.39177806573014
43.66881955648807,-79.39186037761291
43.667584599278484,-79.39116324073491
43.66903018448417,-79.3922447032313
43.66845821125874,-79.39241222470739
43.66945293437784,-79.39018232139121
43.67263541418578,-79.39808624767626
43.67307203448208,-79.39819296602558
